Date,ScreenName,UserID,TweetID,Text,year,month
2020-11-30 23:59:37,GenomeBC,152889033,1333561352137261056,"Beep beep!🚗 It's not too late to sign up for @adMare_Bio's virtual road trip event tomorrow!  If you're a British Columbia academic researcher or biotech company with technology you're looking to commercialize, join the team tomorrow at 9am PST to learn and talk partnership! https://t.co/J90vR4Ltja",2020,11
2020-11-30 23:58:22,stroehli,831094674,1333561037199589377,"Huge news, can't wait to read the paper! Google’s deep-learning program for determining the 3D shapes of proteins stands to transform biology https://t.co/nePKsmRDcJ",2020,11
2020-11-30 23:58:00,MJalbrzikowski,786951187841122304,1333560946384654338,OMFG https://t.co/j1YK8ZHiiN,2020,11
2020-11-30 23:56:25,DamCou,215335757,1333560548185739265,"Is it just me, or is that... not very much? https://t.co/vBoZERJdmD",2020,11
2020-11-30 23:55:36,mjoanasa,913122805,1333560340118986752,Someone created a map of America's favorite fast food chains. People got very upset that their states' favorites were misrepresented. Thousands of comments. Snopes fact checked it. It comes from an organization with acronym PISS. Love everything about this https://t.co/8X73TT8bxw,2020,11
2020-11-30 23:55:34,andy_muan,792438612,1333560333760421893,receipt: https://t.co/U13oTqP2RQ,2020,11
2020-11-30 23:55:03,BGI_Genomics,1077802308,1333560203686588420,Longitudinal analyses reveal immunological misfiring in severe COVID-19.Read more: https://t.co/rEr47ltfhb#BGI #nature #COVID19 #health #omicsforall https://t.co/4frQrKjRqz,2020,11
2020-11-30 23:54:56,evilsmaug,20692594,1333560176050274304,The tale of the alligator tail! which @kenrokusumi introduced to me about seven years ago. Congrats to all! https://t.co/spPaEeQrcj,2020,11
2020-11-30 23:44:18,drsarahgrace,272903993,1333557499216224256,"Here's some very excited #ddg earlier today! They greet me like this every day, and especially so on rainy days, they love rain and mud! https://t.co/6KokZGLCRC",2020,11
2020-11-30 23:44:05,stevepiccolo,41914619,1333557443259891712,"I hope none of you would tell a romantic partner, ""You are loved"" instead of ""I love you."" Likewise, I hope you will consider using active rather than passive voice in your scientific writing. It is much more direct. #AcademicTwitter",2020,11
2020-11-30 23:41:20,pavelhradecky,83364613,1333556750159634434,DeepMind’s #AI makes gigantic leap in solving protein structures https://t.co/RMk0kLrYW3,2020,11
2020-11-30 23:40:19,dna_heligrace,910532628465545223,1333556495762423810,I mean I still have to wrap everything and ship it all within the next week but I think I can do that,2020,11
2020-11-30 23:29:28,pathogenomenick,85906238,1333553766403084289,Finished the Queen's Gambit. made me really want to play a nice game of snakes and ladders,2020,11
2020-11-30 23:29:09,KArandjelovic,1661736043,1333553684836302848,I’m adopting this one https://t.co/a2PSq5l6Cl,2020,11
2020-11-30 23:28:48,cispt2,392413519,1333553597502656513,Just introduced T to chicken salt on chips. Well received. https://t.co/SkWprqvxxE,2020,11
2020-11-30 23:28:41,hpcprogrammer,40707676,1333553566880030721,It’s just so weird. I don’t get it. https://t.co/iQ01CBFbvh,2020,11
2020-11-30 23:28:39,hpcprogrammer,40707676,1333553559233851393,It’s also fascinating how 80% of dudes have gym selfies. Sociologically just about every profile is some display of virility. I’m cishet so I have limited data tbf. Also we apparently have a culture where men aren’t allowed to smile on pictures. Nobody seems to smile 🤷🏽‍♀️,2020,11
2020-11-30 23:28:39,hpcprogrammer,40707676,1333553558147489793,"Maybe it’s my age group but everyone seems to love to hike/travel/hanging out with friends and tacos. Like, really? Nobody likes video games, eating fried chicken, staying in to read a book while the 3D printer finishes? Where are nerds and makers and coders?",2020,11
2020-11-30 23:28:38,hpcprogrammer,40707676,1333553556750815236,"I know I just crawled out from under a 22 year rock, but I really don’t get online dating. And what I mean is, as a concept, I don’t understand the appeal. For someone like me who thrives on human interaction this is... so boring",2020,11
2020-11-30 23:28:02,neuroethicsinfo,169193953,1333553406456291332,"Thank you Farhad Udwadia for curating our Twitter account this month! We encourage you to follow his personal account — @frudwadia — for insights into his medical, #health + #bioethics interests and work in Vancouver, Canada. @NeuroethicsUBC / @UBCmedicine #neuroethics https://t.co/eo5T4SM4Ic",2020,11
2020-11-30 23:27:49,leonpalafox,18408506,1333553351041163265,"Some experts are claiming that #AlphaFold isn't solving folding, however it did win a competition arguably vetted by said experts.....what am I missing?",2020,11
2020-11-30 23:27:46,BioDataGanache,1040758742,1333553336415490048,Sad to hear this https://t.co/cJZOUKOVRr,2020,11
2020-11-30 23:27:40,this_is_farah,2966727298,1333553310431842304,I would also like to read this paper. https://t.co/bJNs3FVqML,2020,11
2020-11-30 23:27:02,klmr,773450,1333553152012988421,Self-referential tweeting. Clever. https://t.co/fvr98KzWVq,2020,11
2020-11-30 23:26:32,GenomeScience,56685979,1333553026162978816,"very interesting - thanks for sharing these stories, Dr. Perman https://t.co/UrePiGKWju",2020,11
2020-11-30 23:14:02,GWAS_lit,3364115985,1333549879638052869,An integrative multi-omics analysis of 16 autoimmune diseases and cancer outcomes highlights immune-cell regulatory mechanisms and shared genetic architecture https://t.co/1GoHXak2Bs https://t.co/FcY83jGErN,2020,11
2020-11-30 23:13:57,thebiologistisn,801492317085368320,1333549858830037000,It took me a few seasons applying to my target program.This is pretty common. https://t.co/JPTWjn813C,2020,11
2020-11-30 23:10:51,27CansOfTuna,17643237,1333549078744018944,"when youre trying to get top 2000 but your stuck at 2036...please Cardfight vanguard zero players, let me win",2020,11
2020-11-30 23:10:49,DoomunitSCS,2611915514,1333549072037388290,"Just like that, conceive of a new engine, build new engine, and here we are now, all from engineers who just went for it... inspiring! https://t.co/03Wr8ZuSaT",2020,11
2020-11-30 23:10:24,CNyeScienceGuy,377355467,1333548968471531520,We got a blender. https://t.co/eJzGxweR1S,2020,11
2020-11-30 23:08:47,CoykMcCoyk,772202193713758208,1333548559266791424,This Thurs call congress about #ClimateChange! https://t.co/tLQ8dvgrcP,2020,11
2020-11-30 23:06:58,Sanyiikoo_Oromo,3308019144,1333548104415666177,#EthiopianCivilWar Starve the beast! https://t.co/w8T7hH7Htl,2020,11
2020-11-30 23:05:49,Sanyiikoo_Oromo,3308019144,1333547812705988613,“Erga waraabessi darbee sareen dutti” — #OromoProverb [The dog barks after the hyena is gone] https://t.co/w3b1qrihKD,2020,11
2020-11-30 23:05:21,bioinfoBBK,1165731220610781186,1333547693990240256,DeepMind's AlphaFold nailing it at CASP-14.(our very own @PrfAndrewMartin is in the article too).https://t.co/2LOki6znPs,2020,11
2020-11-30 23:00:01,MayoClinicCIM,851425314,1333546355298603008,Second in the series! Learn the latest in phage therapy at our next webinar on Dec. 8: From Petri Dish to Patient: Mycobacteriophages and Their Therapeutic Potential. Register here: https://t.co/BjU0d69CIT https://t.co/Tpr1LO0O6t,2020,11
2020-11-30 23:00:01,elisabethcramer,796504652,1333546355172794370,PATHOLOGY RAPPER: COUNT ME IN! #pathology #oncology 🔬🙌🏻 https://t.co/VKN2EwtwpS,2020,11
2020-11-30 22:59:52,Michael_D_Moor,1323377516,1333546316274786306,"Every bounded (i), linear (ii) functional is continuous. Using (ii), | F(x + h) - F(x) | =  | F(x) + F(h) - F(x) | = | F(h) |.Using (i), | F(h) | &lt;=  C * || h || which --&gt; 0 as h --&gt; 0.This may be obvious, but I find it amazing nevertheless! @fermatslibrary @3blue1brown",2020,11
2020-11-30 22:59:23,AgGenomicsGuy,355900019,1333546193482297351,@BioMickWatson Too close to the truth.,2020,11
